userId,movieLensId,tmdbId,rating,timestamp
143998,1046,10938,4.0,944924164
147611,25941,946,4.5,1501465835
207039,58937,7351,4.5,1359659703
187177,120130,92321,3.0,1486405014
228291,6578,53021,3.0,1500225104
230789,91888,63498,0.5,1443282662
56302,4956,42160,4.0,1039353340
185219,5168,18646,1.0,1205464826
18537,85401,45132,3.5,1485119073
51491,32659,2029,2.0,1461062704
235698,6578,53021,3.0,1101359016
231472,2895,42486,2.0,944952438
225592,5161,46717,2.0,1047990335
18549,31600,41968,3.0,1114193116
186943,104215,39957,4.0,1493767419
227753,114861,28044,3.5,1463268486
8307,93748,35435,3.5,1468614710
5515,2876,28032,3.0,1316916168
134805,171537,390396,5.0,1493607110
97722,2062,96196,3.0,906587338
47063,134519,264525,3.5,1433232116
208731,144620,257445,3.0,1456765429
231107,4387,2140,4.0,1018240253
212602,308,109,3.0,888084630
255246,5387,1957,3.5,1262753206
35233,141924,328589,3.0,1466900010
147611,135803,41378,3.5,1501465835
147153,7993,22642,3.0,1464722120
96974,43908,7515,3.0,1142140860
38695,6921,224,4.0,1149537888
217897,4972,42597,3.5,1490123391
219349,99061,56338,4.0,1355983840
43463,88591,91208,4.0,1312262547
159912,111783,106938,2.5,1436115486
229879,7393,78364,2.0,1080676553
193640,6578,53021,4.0,1323544630
75452,2841,11601,4.0,959032726
182287,33340,27233,4.0,1265478658
97676,111783,106938,1.0,1439752053
61252,81847,38757,4.0,1299092284
267173,609,25059,2.0,861318562
45811,51773,47249,3.0,1455445698
80813,99807,114994,4.0,1443807192
62645,5849,13386,5.0,1156931326
193795,107541,83869,3.5,1389732989
65311,3636,31353,3.0,976042958
253322,32659,2029,2.0,1245364422
65469,6921,224,4.0,1290913174
12313,4086,11028,3.0,982144926
128714,136331,13354,5.0,1442693873
118292,140349,27169,4.0,1463527970
198550,83349,40805,2.0,1451389955
94802,174407,432602,0.5,1501254584
182867,133209,54002,4.5,1446856535
97073,55955,5375,4.0,1488083557
34537,61240,13310,5.0,1451295720
235669,3167,36492,4.0,1118547528
184762,5814,152023,3.0,1099195832
80034,3498,11327,4.0,972260353
45811,26070,79827,2.5,1482568530
140896,120130,92321,5.0,1446595226
127329,129913,91908,3.5,1483854366
6894,6818,25237,3.5,1471161455
224755,43289,28638,0.5,1487942166
270123,125249,98549,3.5,1436135273
88041,27883,88138,4.5,1283178338
180341,2550,11772,4.5,1352492518
102086,4565,12500,3.0,1207411060
240958,435,9612,3.0,848985796
217114,5656,120694,3.5,1149821545
90435,74271,42137,3.5,1309222462
235354,6349,15259,2.5,1054649142
253222,2437,11365,4.0,1441587656
29164,141926,338928,3.0,1482956505
73750,125958,76162,2.5,1421905141
129407,4498,10651,1.0,1483332455
41190,25827,24807,4.0,1222038282
118105,132036,188826,3.5,1462900149
7417,6379,9902,4.0,1109394781
74275,26566,30653,3.5,1359319007
71258,6406,29514,3.0,1141666081
179315,7194,1937,3.5,1338662767
235871,2437,11365,3.0,970001110
72552,4942,6974,1.0,1062352295
172005,2447,14709,4.0,1149256310
152682,140108,283127,3.0,1499382294
142293,120130,92321,4.5,1459130855
33940,93612,52826,2.5,1421009125
54544,1837,27472,1.0,945562570
87755,4434,65632,4.0,1141488818
101166,6578,53021,2.5,1128691590
194970,2337,1808,3.5,1180554366
131828,103279,127373,3.5,1464240494
23985,502,11231,3.0,1083185305
198706,684,83857,2.0,831117650
168762,7171,37088,3.5,1157080309
86106,1911,3050,5.0,974875969
32862,33090,30863,3.0,1302673956
45811,151735,364116,3.0,1501022656
176830,8529,594,4.0,1214494584
176519,112171,156022,5.0,1419316038
8287,117517,251736,3.5,1460792791
151990,3469,1908,2.0,1146621794
45811,69453,27085,2.0,1455488886
258787,5807,52735,1.5,1134702565
243443,33090,30863,3.0,1432253554
177173,130233,253283,3.5,1434582532
231123,3167,36492,3.0,956681175
123210,3777,11822,4.0,1156957250
7201,1475,28005,4.0,912249034
227341,5658,25001,3.5,1331666907
57845,39307,12920,4.5,1159189796
30494,26070,79827,4.0,1501468053
214558,70802,18032,2.5,1442133212
94682,145857,321039,2.5,1447903837
154011,3167,36492,4.0,957193537
59680,110390,138222,4.0,1408564651
104015,80846,44040,1.0,1470150808
99196,80617,39691,0.5,1394769043
212715,58842,14044,3.0,1445039669
110218,25766,3061,5.0,1455658136
64599,3751,7443,2.0,1216424484
81452,150724,377206,0.5,1453055855
92759,4489,9602,3.5,1390360000
228291,91271,39463,3.0,1322365461
195472,164909,313369,5.0,1500414126
208731,153268,125795,3.0,1456829451
72886,25766,3061,3.5,1454146835
185618,306,110,4.0,834598338
163850,51911,47837,4.0,1441699561
244453,100426,60011,3.5,1360560713
17459,3857,10391,2.0,969029815
74356,6801,11477,4.0,1301837895
22925,158972,374475,4.0,1493462091
191353,5658,25001,2.0,1196950847
161981,90933,51994,3.0,1321446386
78809,3767,12764,1.0,1128930884
234946,164909,313369,5.0,1487556274
229382,55261,9038,0.5,1241383519
55847,3571,36234,3.0,1073189798
45070,141942,50087,3.0,1473050853
172783,564,24405,2.0,1027604475
137168,347,10497,5.0,833849752
182690,7578,31993,4.5,1152652569
79599,86837,61420,2.0,1328337712
228943,122756,43407,3.0,1421611108
231883,66066,1977,1.5,1301715475
71533,3520,26879,2.0,955666758
71842,55261,9038,5.0,1227274235
68000,80617,39691,2.5,1285350287
191621,117517,251736,4.5,1451745180
48144,5250,21629,4.5,1052978220
54050,139687,57479,5.0,1445226107
200447,27178,3716,3.5,1281285316
186962,165105,335796,2.5,1478379811
70291,2876,28032,1.5,1467169594
188378,2337,1808,5.0,969055669
42872,77177,141714,5.0,1419676781
13883,40988,6529,3.5,1420569326
194193,5168,18646,5.0,1020054194
270123,107541,83869,1.0,1464558503
89515,2589,114719,2.0,950197627
141755,82276,12823,3.5,1454369519
112675,170763,128169,3.0,1491712684
175621,91888,63498,3.0,1404236262
95135,2367,10730,3.0,1128065089
141589,112171,156022,3.0,1452706635
88895,68069,27644,1.5,1417734861
30134,7171,37088,4.5,1095557359
85689,161179,351809,4.0,1468679568
173030,502,11231,2.5,1082048213
235287,150724,377206,0.5,1452881630
8659,3636,31353,3.0,1103770681
254858,2572,4951,3.0,1294923254
134971,171213,49160,4.0,1493030322
162492,2507,12479,2.0,1010477459
230352,141924,328589,2.0,1464826557
150047,306,110,5.0,835222499
254618,70093,22215,4.0,1500375096
147508,1943,27191,4.0,980524045
185331,151735,364116,3.0,1483051916
173766,104524,217038,4.0,1377614107
125811,27528,23305,4.0,1141590068
240212,60391,17479,1.0,1280692882
184836,98189,91549,3.5,1499302319
239407,142847,62368,3.0,1442869823
1702,339,2064,3.0,845364929
88041,61301,18116,4.5,1267156511
85538,102762,26146,2.5,1369500892
142793,77177,141714,0.5,1420833134
253100,107771,152603,5.0,1446571549
211399,1016,15944,2.0,883406086
194557,5658,25001,3.0,1039374006
161772,93748,35435,2.5,1421958832
243443,5331,19085,0.5,1421722940
243207,125966,15718,3.0,1488368109
202642,26757,94666,3.0,1264946297
222647,140733,56821,3.0,1439700358
166939,96052,58159,4.0,1470447395
262481,119670,266080,3.5,1447315211
119655,26757,94666,5.0,1400286456
202154,56515,13023,1.0,1293684446
104776,74750,10664,3.0,1425416992
124931,8695,27437,3.5,1113005771
73750,126100,36003,3.0,1421915540
63999,502,11231,2.0,1160319672
16596,120130,92321,5.0,1496394547
70033,3323,20682,2.5,1077147407
92564,33340,27233,3.5,1223376269
219447,107634,37420,3.0,1441863373
49828,3064,18222,5.0,954986129
123886,111783,106938,2.0,1497537505
248362,47970,7511,4.0,1188725173
253027,5617,11013,4.5,1427983712
121422,61361,13972,3.5,1234143386
116433,306,110,3.0,939116687
30494,117127,17893,3.5,1501468068
96956,3167,36492,3.0,954778936
70648,66066,1977,1.5,1295667568
159981,90421,62728,1.0,1403990991
219870,50165,16371,4.0,1300841046
267799,61361,13972,2.5,1478110159
49956,168956,78997,3.5,1486979632
69534,4991,12312,2.0,1491346724
252231,5168,18646,4.0,1056583768
34949,6379,9902,2.0,1112748381
162153,1631,18355,3.0,1042685940
154708,101112,68728,3.0,1428406345
215240,3469,1908,3.5,1053801711
70766,4892,133115,3.0,1055338346
92578,106883,174311,3.5,1402370823
8934,39307,12920,2.0,1220741245
182867,356,13,4.0,1446860689
109197,144654,226354,5.0,1475419886
141301,148665,347497,3.5,1450568845
78447,110390,138222,4.0,1441585745
161163,55955,5375,4.0,1488912176
146269,2337,1808,5.0,910885463
195007,61240,13310,4.0,1262578547
230098,151585,377136,3.5,1495220701
138085,26070,79827,3.5,1383586466
183416,136331,13354,4.0,1471150724
185916,150621,13713,4.5,1454364247
741,69453,27085,3.0,1494990896
207013,128267,201765,4.0,1489604172
235242,111360,240832,5.0,1472174097
29515,2550,11772,4.0,1062704040
237886,1911,3050,4.0,1303946674
77134,564,24405,3.0,1029507865
255933,6578,53021,4.0,1249363917
190359,6379,9902,3.5,1327284332
62448,5077,31674,3.5,1123828713
139215,2437,11365,3.0,1495982561
205404,1475,28005,5.0,1327086784
189131,125958,76162,4.5,1501549246
96305,435,9612,3.0,1094082521
19810,107684,119278,3.5,1433030367
12151,120130,92321,5.0,1463775041
107720,3857,10391,2.0,1030403928
176920,58937,7351,3.5,1259458188
230608,2028,857,4.0,1460905141
234687,69685,24232,3.5,1310059328
238140,3934,43230,3.0,1042549811
87365,2589,114719,3.0,945054332
174414,33340,27233,2.0,1323126301
103737,423,178,3.0,1019961953
115180,109627,199818,3.5,1414947813
270376,1046,10938,4.0,855737708
214225,1911,3050,2.0,1450024516
45326,74750,10664,3.0,1313025388
24190,8269,24731,3.5,1460577640
229530,5656,120694,5.0,1034006519
42623,3660,26953,3.0,1004337313
62021,679,221917,4.0,1067055348
173272,1631,18355,3.0,985046535
156558,3323,20682,5.0,1051211534
168164,2876,28032,1.0,997488871
144031,164909,313369,5.0,1495933972
229976,69640,11322,3.0,1434039880
188736,1475,28005,3.0,1091131864
22476,113064,242088,3.5,1421635445
85946,4971,23111,3.0,1008339859
74108,112565,48375,1.0,1439863476
85425,69685,24232,4.0,1292761222
15191,91888,63498,4.0,1330570240
172401,5387,1957,3.5,1107654638
73598,113064,242088,3.0,1418813895
103557,8529,594,5.0,1121029404
9444,2337,1808,3.0,1047258992
72954,161078,360249,4.0,1480365342
52999,27506,35848,4.0,1452024958
194984,3857,10391,3.0,1026952348
107288,306,110,4.5,1294868611
243331,7343,37044,2.5,1077596794
186059,7194,1937,2.5,1174780123
247893,137457,115290,3.5,1450647452
248757,99305,98886,3.0,1356579206
225736,4649,2171,5.0,1436493942
53047,7171,37088,3.0,1355391748
216797,1631,18355,3.5,1144130889
210792,6406,29514,2.5,1467115505
230505,3751,7443,5.0,1091958497
240551,156607,290595,2.5,1484524071
237239,121271,27770,0.5,1475289604
255674,32943,36843,4.5,1251754342
268239,86973,5937,3.5,1485811999
141755,96683,61854,3.0,1480987949
45811,169796,56947,3.5,1490799872
122642,3068,24226,5.0,974656720
8985,127443,213684,3.0,1423196852
69517,3285,1907,3.0,1025497788
244087,3051,21349,4.0,992235307
136356,6691,16405,4.5,1175547102
170507,2550,11772,3.0,1058895157
243627,115879,82424,4.5,1454961500
40862,8529,594,3.5,1100757350
257775,48600,15005,4.0,1310177304
76945,5326,21220,3.5,1192557701
242927,46574,14474,4.0,1198774531
228590,4465,10868,4.0,1009246389
166928,107334,25866,3.5,1387488777
187871,51911,47837,0.5,1234153507
136599,4755,27681,3.5,1066628426
147512,141393,318922,3.0,1459194503
156817,5161,46717,5.0,1179114404
45811,26757,94666,3.5,1450162811
98415,7901,30137,3.0,1286660768
18829,4387,2140,4.5,1157935238
95975,110119,119685,3.0,1438470933
249301,4489,9602,4.0,1118090432
36644,4972,42597,3.0,1010683640
147611,3777,11822,1.5,1501465852
176125,58432,8944,2.0,1239153912
152301,125966,15718,4.0,1429568332
187885,3619,21879,3.0,974712017
81593,69453,27085,3.5,1263275294
205713,5658,25001,2.0,1032918145
14209,5168,18646,5.0,1116198915
229716,80617,39691,1.0,1308600119
216882,768,124633,2.0,901571929
143412,120130,92321,3.5,1495385319
111819,6818,25237,5.0,1300824468
254204,80617,39691,1.0,1294249452
236013,89321,54662,5.0,1359343008
216800,55955,5375,0.5,1216392115
199766,117867,252178,4.0,1487504535
131718,61361,13972,3.0,1487710913
158595,6217,24186,3.5,1238371160
40729,423,178,2.0,900939612
143432,7194,1937,5.0,1450151513
190907,36392,17186,4.0,1494623330
174448,79677,53190,5.0,1498152129
68731,169498,155107,1.0,1494421955
176443,149642,339934,3.5,1451364347
133681,33008,15961,3.0,1234730227
49538,8126,25504,4.0,1085539008
263891,8529,594,2.5,1311755856
71097,55261,9038,3.5,1276210508
18380,1075,116356,5.0,849364460
231322,119627,225898,0.5,1427064326
123210,74504,55522,3.5,1294392765
62803,162356,407375,5.0,1475107523
153465,6818,25237,4.0,1226700567
209611,81673,52111,4.0,1455924077
29030,107334,25866,4.5,1464265437
124420,86835,38321,0.5,1399062055
172224,109627,199818,3.5,1419201058
25035,95982,35402,2.0,1352576225
94982,151735,364116,1.5,1461025013
35801,36392,17186,2.0,1183522252
254523,93748,35435,4.0,1443922685
180711,169982,305470,3.0,1499519391
33292,4892,133115,3.5,1147548101
47995,158390,396152,0.5,1466561280
71184,6818,25237,5.0,1473050505
161312,7171,37088,4.0,1248211321
134051,3498,11327,3.5,1054318211
86088,107299,116853,5.0,1399301469
125846,59040,9997,3.0,1490242558
168662,36392,17186,2.5,1226218318
83921,47970,7511,3.5,1238210230
88895,8126,25504,2.0,1446287565
45135,3167,36492,3.5,1486564092
159172,69640,11322,2.5,1477872900
3771,6635,41944,3.0,1063982105
79296,3208,9644,2.5,1142442960
216439,3285,1907,5.0,1225305162
118673,4892,133115,3.0,1024174608
70648,6842,29449,4.0,1163445585
21441,6153,23943,2.5,1095627189
60709,2472,11038,4.0,997404602
103406,46762,9520,4.0,1500672106
222072,4498,10651,2.5,1214618185
43716,61361,13972,3.0,1449070404
213848,74681,120280,3.0,1269636424
236589,61361,13972,3.0,1228233249
182310,26566,30653,3.5,1279591883
169793,2507,12479,1.0,946439625
69405,61361,13972,5.0,1222531970
48747,83349,40805,3.0,1446518309
32984,41714,42234,1.5,1280988337
179578,1016,15944,3.0,842459158
117586,7285,11023,3.0,1145675275
229018,7275,29464,3.0,1094008290
250290,2841,11601,5.0,951006352
176672,165105,335796,3.0,1500438204
248600,106883,174311,3.5,1432315100
69949,4892,133115,5.0,1029117453
121949,4086,11028,5.0,989001610
193795,58937,7351,3.5,1253662111
41342,111993,140870,4.5,1439402534
179044,58432,8944,3.5,1381484269
180292,4465,10868,3.0,1167170625
249441,1475,28005,2.0,1163106356
212810,116664,258358,4.5,1424478664
87865,116505,79723,2.5,1477207123
122347,39307,12920,3.0,1209594614
250991,127152,318224,4.0,1471308757
6659,1718,191874,2.0,965712018
127346,6379,9902,3.0,1185300719
9150,131050,80527,5.0,1455229220
68669,5161,46717,2.0,1015470645
4160,129490,28801,2.5,1479793277
104949,6351,45069,3.5,1087432958
56996,8795,23305,5.0,1344568550
207805,80617,39691,3.0,1468672925
55148,133822,35564,5.0,1495869353
49309,51773,47249,4.0,1489340611
123167,8695,27437,1.0,1179788342
239141,25941,946,4.0,1280169141
216051,3208,9644,2.0,974924462
33051,2589,114719,3.0,987568542
226301,36247,35304,1.5,1342236965
41190,5228,14605,3.5,1277659599
239515,128089,27866,5.0,1492906141
180638,5250,21629,3.0,1270211547
139947,85401,45132,0.5,1484620502
98109,2472,11038,3.0,981607349
263115,48600,15005,2.0,1208636468
44875,8126,25504,2.0,1496840030
140477,139598,292795,1.5,1463886115
81420,136331,13354,4.0,1452086783
137319,3285,1907,2.0,974304387
74455,111360,240832,2.0,1436443110
135603,8874,747,3.0,1180757152
228291,143515,121869,3.5,1462751415
110487,54736,4349,4.0,1199672079
246589,139841,118379,3.5,1438178104
74387,159030,370234,3.5,1484251865
2547,5161,46717,2.5,1101879498
53859,131409,277388,3.5,1484551478
59449,41617,14695,3.5,1175951485
188500,137457,115290,3.0,1470063964
200766,5326,21220,3.0,1110054172
140723,94931,86555,4.0,1423545006
270626,5161,46717,4.0,1461423895
270123,26514,47874,3.0,1436135333
163333,27808,2539,4.5,1239993607
82002,78574,39013,3.5,1441936547
242144,80617,39691,1.0,1397264542
141301,128089,27866,5.0,1437248927
114032,87806,114514,2.0,1309273790
4493,4649,2171,2.0,1321768298
193772,101360,158011,1.5,1376615104
185773,2062,96196,4.0,907971909
117854,4942,6974,2.0,1299629892
232517,1016,15944,4.0,1069742339
159090,2572,4951,2.0,1019196399
125812,5656,120694,2.5,1097392480
60125,2472,11038,1.0,949974396
45993,5383,11791,4.0,1087329381
243331,70093,22215,3.5,1249945453
37299,2507,12479,2.5,1075095760
5332,74681,120280,3.0,1394037345
263596,69453,27085,3.0,1470872701
106184,1908,136134,5.0,1001302903
191412,3167,36492,5.0,1011670102
209113,103695,31122,0.5,1374433702
24854,32659,2029,3.0,1494717599
221327,97151,262243,2.5,1349378764
34161,2572,4951,3.5,1314888908
59267,99305,98886,4.0,1476842138
198273,6818,25237,3.0,1438894859
220171,69453,27085,3.5,1431975403
17268,103279,127373,5.0,1448141421
8659,31619,118075,2.5,1258420646
251197,127218,193687,3.0,1486324012
232246,1025,9078,4.5,1120549461
147645,32943,36843,0.5,1371317863
73087,4991,12312,2.0,1083394798
162582,113064,242088,2.5,1478621745
202442,6976,38939,3.0,1182895194
155237,3285,1907,3.5,1075474990
13738,487,22317,5.0,976120755
77256,70802,18032,4.0,1271194708
77747,3473,42237,4.0,1024000897
54200,1943,27191,2.0,965321988
88986,2062,96196,2.0,979948880
196308,158390,396152,1.0,1471296488
118385,110198,102855,3.0,1449461513
240803,1,862,4.0,1242441774
31283,7194,1937,4.5,1123028858
193992,69233,70806,2.5,1491549285
176257,2550,11772,5.0,939069393
176605,90421,62728,3.0,1447639335
238182,7993,22642,4.0,1146727473
93453,58842,14044,1.5,1433584845
2451,55031,14348,5.0,1374917653
111274,116805,34182,4.0,1474405727
59501,8269,24731,2.5,1434814952
109095,3520,26879,4.0,1353293813
223360,435,9612,3.0,834018174
19091,1016,15944,2.0,974768936
153362,5849,13386,1.0,1038392778
175636,59040,9997,3.5,1261157432
24025,143406,82968,4.0,1459091583
217520,6736,39859,3.0,1361743987
93690,115309,28302,4.5,1485210601
267404,1718,191874,3.0,925866434
28153,142540,353686,2.0,1459005308
269801,3285,1907,3.0,1337176735
258011,34164,14922,3.0,1461990978
60020,33340,27233,2.5,1244149587
214775,5743,23668,3.5,1105591250
9203,4710,12584,5.0,1005491655
32040,3469,1908,4.0,1048659279
67520,4971,23111,2.0,1048300523
10132,111993,140870,3.5,1478203986
243331,117875,173912,3.0,1417437255
15922,1869,18316,2.0,966788349
68331,81152,50656,1.0,1306278855
109197,165049,413441,4.5,1476945354
66349,6818,25237,4.5,1253400495
69134,3934,43230,1.5,1059581533
224713,111360,240832,3.0,1491394803
184836,144296,274626,1.0,1499273349
228291,96131,24410,3.0,1499118654
218143,55031,14348,4.5,1284522937
45761,534,10445,5.0,900518296
186075,2895,42486,2.0,1267164270
155025,6842,29449,3.5,1148810308
179792,7171,37088,4.0,1169437065
4964,56848,9546,4.0,1243098562
151923,6659,9362,4.0,1072300669
239867,1943,27191,1.0,903441270
83917,26566,30653,4.0,1229982447
104338,70802,18032,4.0,1251715637
45811,90933,51994,3.5,1455271840
37222,98189,91549,3.0,1486061406
137753,37720,8643,4.0,1486508238
244725,2337,1808,2.5,1289482424
200882,82527,46829,3.5,1349524110
237473,150910,90909,3.0,1465510730
157370,6578,53021,4.0,1111603411
174516,2632,8785,4.0,1021096742
69674,5228,14605,3.0,1017524550
6064,61240,13310,3.0,1243453438
63612,112807,30146,3.0,1406043587
124759,1046,10938,3.5,1212914413
52963,165105,335796,2.5,1489787844
196541,56837,19103,3.5,1439838374
235161,7171,37088,3.5,1117294392
65039,6379,9902,2.5,1242145801
123210,83241,23508,3.0,1294392595
230417,171519,31059,0.5,1497712383
118063,86973,5937,3.5,1448393506
18133,4649,2171,3.0,1159556900
218917,1046,10938,4.0,1140571381
199326,1475,28005,4.0,938809497
172102,53974,2959,4.0,1238362493
260455,3751,7443,3.0,1324307339
149949,141926,338928,4.0,1462064703
257766,91888,63498,2.5,1360174697
198317,3064,18222,1.0,945087890
