adult,belongs_to_collection,budget,genres,homepage,tmdb_id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",,51531,tt0267536,en,Grandma Got Run Over by a Reindeer,"Based on the hit song that became a worldwide holiday phenomenon, Grandma Got Run Over By A Reindeer is a wild and wacky escapade that will knock you off your feet! When his beloved Grandma appears to be missing on Christmas Eve, young Jake Spankenheimer goes on the misadventure of a lifetime to try and prove that Santa Claus is indeed real. With his spirit, smarts and determination, Jake must outmaneuver his greedy and curvaceous Cousin Mel (Michele Lee) and the all-powerful businessman Austin Bucks to the disbelief of his doting parents, rebellious sister and goofy Grandpa. All the while, it is up to Jake to save Santa from his fretful fate in this colorful Christmas mystery. This is one hilarious high-flying adventure that will bring joy to the world and laughs for the entire family. Narrated by Elmo Shrosphire (A.K.A. ""Dr. Elmo"").",0.371819,/3LHGXFo26o8ycCF7WeetpwLg6Jo.jpg,[],[],2000-10-31,0,51.0,[],Released,,Grandma Got Run Over by a Reindeer,False,5.4,10
False,,25000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.cloverfieldmovie.com/,7191,tt1060277,en,Cloverfield,"Five young New Yorkers throw their friend a going-away party the night that a monster the size of a skyscraper descends upon the city. Told from the point of view of their video camera, the film is a document of their attempt to survive the most surreal, horrifying event of their lives.",12.868098,/qIegUGJqyMMCRjkKV1s7A9MqdJ8.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Bad Robot', 'id': 11461}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-01-15,170764026,85.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Some Thing Has Found Us,Cloverfield,False,6.4,2297
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,114514,tt0076918,en,Who Are the DeBolts? And Where Did They Get Nineteen Kids?,"Dorothy and Bob DeBolt's tale of the struggles and joys involved in their 19 adopted children, many of who are physically disabled war orphans.",7e-06,/jC94XHCKuK51mSrQ19LSj2lkTwN.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1977-12-01,0,72.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Who Are the DeBolts? And Where Did They Get Nineteen Kids?,False,0.0,0
False,"{'id': 144200, 'name': 'Swan Princess Series', 'poster_path': '/3qBPAUFUMOOT9KqUEYXWAKy93Ge.jpg', 'backdrop_path': '/wxKt5KHvMYUSLHvyPf2xj64y3dJ.jpg'}",0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",,28302,tt0149215,en,The Swan Princess: The Mystery of the Enchanted Kingdom,"The royal couple Odette and Derek face yet another evil magician, this time a woman named Zelda. Lusting for the treasure of the Forbidden Arts, which will give her absolute power, Zelda kidnaps Odette as ransom. Derek and several animal friends head off to rescue Odette",5.174917,/wgz5mA3FCjWZUAxNuUI0UR69CqG.jpg,"[{'name': 'NEST Family Entertainment', 'id': 4107}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-08-04,0,71.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,First he was her prince... now he's her hero.,The Swan Princess: The Mystery of the Enchanted Kingdom,False,5.7,88
False,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",,24232,tt0285627,en,Is It College Yet?,"All vile things must come to an end, and for Daria Morgendorffer that means it's time to look beyond high school to college. Our little girl has grown up so fast. It's time for higher learning, lowered expectations, and a heavy dose of sarcasm in this special movie presentation. Follow Daria as she visits a college campus, councils her friend Jane, sets things straight with her boyfriend Tom, and",0.782377,/suy8pzVzf3n8Tj2cUdtJOCTAvIY.jpg,[],[],2002-01-01,0,90.0,[],Released,,Is It College Yet?,False,7.4,26
False,"{'id': 59586, 'name': 'The Blue Lagoon collection', 'poster_path': '/A4U11Zhp5KjiKOrghNlqNlmrbhw.jpg', 'backdrop_path': '/m8LAOuIhlCBr6dWdtVF2C2ioMrc.jpg'}",0,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}]",http://www.lifetime.com,115290,tt2287663,en,Blue Lagoon: The Awakening,Two high school students become stranded on a tropical island and must rely on each other for survival. They learn more about themselves and each other while falling in love.,10.751964,/ptsBY9Aqo4Mn0V1krI5s8WfFxzW.jpg,"[{'name': 'Storyline Entertainment', 'id': 8797}, {'name': 'PeaceOut Productions', 'id': 8899}, {'name': 'Sony Pictures Television', 'id': 11073}, {'name': 'Silver Screen Pictures', 'id': 12799}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-06-16,0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Awakening,Blue Lagoon: The Awakening,False,6.2,294
False,,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,10510,tt0110527,en,Miracle on 34th Street,"A little girl discovers dreams can come true if you really believe. Six-year-old Susan Walker has doubts about childhood's most enduring miracle - Santa Claus. Her mother told her the 'secret' about Santa a long time ago. But after meeting a special department store Santa who's convinced he's the real thing, Susan is given the most precious gift of all something to believe in.",5.831622,/sWjL1zD0XjQrOTP9jLiAbzvBKEW.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-11-18,46264384,114.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"If you really believe, anything can happen.",Miracle on 34th Street,False,6.4,199
False,,1000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",http://thefuturethefuture.com/,54662,tt1235170,en,The Future,"When a couple decides to adopt a stray cat their perspective on life changes radically, literally altering the course of time and space and testing their faith in each other and themselves.",1.61744,/gu9zd9rzYaQj2eU1IGeOqcpytoW.jpg,"[{'name': 'GNK Productions', 'id': 7305}, {'name': 'Match Factory, The', 'id': 7306}, {'name': 'Medienboard Berlin-Brandenburg', 'id': 7307}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2011-02-15,0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Future,False,5.8,28
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,24405,tt0109403,en,Chasers,"Military men Rock Reilly and Eddie Devane are tasked with taking a prisoner, blonde bombshell Toni Johnson, on what becomes an unforgettable road trip. Toni, an enlistee who's in trouble for deserting her unit, soon proves that she's craftier than most inmates.",9.85327,/mEG6fTyTjsA1vzTTqCXsiJzjdQ5.jpg,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Morgan Creek Productions', 'id': 10210}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-04-22,1596687,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It was supposed to be a routine prisoner transfer. But this was no ordinary prisoner.,Chasers,False,4.7,22
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10770, 'name': 'TV Movie'}]",http://www.hallmarkmoviesandmysteries.com/a-gift-of-miracles,323384,tt4137596,en,A Gift of Miracles,"A pragmatic PhD candidate must let go of her logic when she finds a list of items to give away written by the late mother she never knew. With the encouragement of her enthusiastic new mentor, she attempts to return everything on the list and begins to encounter unexplainable coincidences that lead her to understand the world’s smallest marvels have the greatest meaning.",0.929781,/6s47WmRrIWHMrdAzU9FFHyfGx6k.jpg,"[{'name': 'Johnson Production Group', 'id': 5225}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2015-02-15,0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,A Gift of Miracles,False,5.9,15
False,,120000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",http://www.sonypictures.com/movies/thegreenhornet/,40805,tt0990407,en,The Green Hornet,"Britt Reid (Seth Rogen), the heir to the largest newspaper fortune in Los Angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. After his father (Tom Wilkinson) dies, Britt meets Kato (Jay Chou), a resourceful company employee. Realizing that they have the talent and resources to make something of their lives, Britt and Kato join forces as costumed crime-fighters to bring down the city's most-powerful criminal, Chudnofsky (Christoph Waltz).",7.888013,/iMq5EaAQQ3B0Ta7TtZoOiJPnnto.jpg,"[{'name': 'Original Film', 'id': 333}, {'name': 'Sony Pictures Entertainment', 'id': 5752}, {'name': 'Reliance BIG Entertainment', 'id': 6733}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-01-12,227817248,119.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zh', 'name': '普通话'}]",Released,Breaking the Law to Protect It.,The Green Hornet,False,5.5,1274
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,165477,tt1545328,en,Whole Lotta Sole,"In a misguided attempt to protect his family and pay back gambling debts to the local Mobster, Jimbo robs a fish market, which is coincidentally owned by the same Mobster. On the run, Jimbo is cornered in a local curio shop, where he takes hostage an assortment of colorful characters, including Maguire, who may be his illegitimate father. Surrounded by the Police, the SAS, and the Mobster's crew, the young man must find a way out of his precarious predicament with the help of his oddball captives.",6.039675,/aZEM3cCqJKZqTkkbV82xT2ZkpNf.jpg,"[{'name': 'Generator Entertainment', 'id': 5820}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2012-04-21,0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Small time robbery. Big time mess.,Whole Lotta Sole,False,5.8,22
False,"{'id': 439053, 'name': 'Brooklyn Cigar Store Collection', 'poster_path': '/bgiPsYjbjbRFmEeUfYlp8ZDBVJJ.jpg', 'backdrop_path': '/r4Ov7P8OADcOxfpuDujoJl2Cqry.jpg'}",7000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,10149,tt0114478,en,Smoke,"Writer Paul Benjamin is nearly hit by a bus when he leaves Auggie Wren's smoke shop. Stranger Rashid Cole  saves his life, and soon middle-aged Paul tells homeless Rashid that he wouldn't mind a short-term housemate. Still grieving over his wife's murder, Paul is moved by both Rashid's quest to reconnect with his father and Auggie's discovery that a woman who might be his daughter is about to give birth.",5.552946,/phvnN7OPEnlHoAZe8nsSqPDD8B0.jpg,"[{'name': 'Miramax Films', 'id': 14}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-06-09,8349430,112.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Where there's smoke... there's laughter!,Smoke,False,7.2,115
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,291680,tt0111199,en,Sioux City,"A young Lakota Sioux, adopted by a wealthy Jewish couple in Beverly Hills, gets in touch with his cultural roots and solves a mystery in this thriller",0.369474,/vwQgpAUF4Clbr9uJ3UIio2qLToS.jpg,[],[],1994-04-01,0,102.0,[],Released,The truth was buried with his mother. Revenge was his only choice.,Sioux City,False,5.0,1
False,,0,[],,54566,tt0137956,fi,Millipilleri,,0.001189,/vGFNb71WtPhNyQE7bz9GFr41jLJ.jpg,[],[],1966-08-26,0,,[],,,Millipilleri,False,0.0,0
False,,90000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",http://www.conanthebarbarianin3d.com/,37430,tt0816462,en,Conan the Barbarian,"A quest that begins as a personal vendetta for the fierce Cimmerian warrior soon turns into an epic battle against hulking rivals, horrific monsters, and impossible odds, as Conan (Jason Momoa) realizes he is the only hope of saving the great nations of Hyboria from an encroaching reign of supernatural evil.",10.949076,/5Z7bmszrF0uQxilCC6bjrLo9u9H.jpg,"[{'name': 'Dark Horse Entertainment', 'id': 552}, {'name': 'Nu Image Films', 'id': 925}, {'name': 'Paradox Entertainment', 'id': 6819}, {'name': 'Nimar Studios', 'id': 7636}, {'name': 'Millennium Films', 'id': 10254}, {'name': 'Cinema Vehicle Services', 'id': 25673}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-08-17,48795021,113.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Enter an age undreamed of,Conan the Barbarian,False,5.2,612
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,21148,tt0086352,en,Spring Break,"Two sets of two college guys spend a spring break together in Fort Lauderdale, Florida. There they have lots of fun in and out of the sun.",2.031593,/dShsZsu3YOccxaORvm1pXsxCaPZ.jpg,"[{'name': 'Fogbound Inc.', 'id': 3909}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1983-03-25,0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Like it's really, totally, the most fun a couple of bodies can have. You know?",Spring Break,False,5.1,16
False,"{'id': 393379, 'name': 'The Huntsman Collection', 'poster_path': '/qQ3vWrNroNSJyPGRjsrgzNghTux.jpg', 'backdrop_path': '/xZWmMCp9DwKlcu2yEzVFN7ggpGu.jpg'}",115000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",http://www.thehuntsmanmovie.com/,290595,tt2381991,en,The Huntsman: Winter's War,"As two evil sisters prepare to conquer the land, two renegades—Eric the Huntsman, who aided Snow White in defeating Ravenna in Snowwhite and the Huntsman, and his forbidden lover, Sara—set out to stop them.",17.260203,/ci1QXfBSUBVpLuzxi9A208uwUVi.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Perfect World Pictures', 'id': 10338}, {'name': 'Roth Films', 'id': 16314}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-04-06,164602163,114.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The story before Snow White,The Huntsman: Winter's War,False,6.0,1575
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",,9317,tt0083109,fr,La soupe aux choux,2 buddy farmers are visited by aliens who like their domestic cabbage soup.,5.082509,/zEUG0uqQBAQ9fYV8eL2S2twYAhf.jpg,"[{'name': 'Les Films Christian Fechner', 'id': 461}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1981-12-02,0,98.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Cabbage Soup,False,6.3,147
False,,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 35, 'name': 'Comedy'}]",,144139,tt0312017,en,"What Happened on Twenty-Third Street, New York City","A street level view from the sidewalk, looking along the length of 23rd Street. Following actuality footage of pedestrians and street traffic, the actors, a man in summer attire and a woman in an ankle-length dress, walk toward the camera.",0.916587,/zM0WeTWKS01Vvr0QYliFSS0Rc1v.jpg,"[{'name': 'Edison Manufacturing Company', 'id': 18758}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1901-07-31,0,1.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,"What Happened on Twenty-Third Street, New York City",False,5.7,10
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,74935,tt0113286,de,Helikopter Streichquartett,"One morning, the late Karlheinz Stockhausen awoke from a dream that told him to take to the sky. Stockhausen envisioned four helicopters swirling in the clouds, with each of a quartet’s members tucked inside his own chopper, communicating through headsets, stringing away in sync to the rotor-blade motors. He immediately set forth to make that dream a reality. In 1995, Dutch film director Scheffer followed Stockhausen in the days leading up to the premiere performance of his Helicopter String Quartet in Amsterdam. The resulting film offers a rare glimpse of Stockhausen as he patiently dictates every agonizingly detailed measure to the Arditti Quartet.",0.002374,/expu9Wd0krUZs3GMB7B1tprOtYL.jpg,[],[],2005-01-01,0,81.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Helicopter String Quartet,False,0.0,0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,290695,tt3520564,fa,Melbourne,"Amir and Sara are a young couple on their way to Melbourne to continue their studies. However, just a few hours before the departure of their flight, they are unintentionally involved in a tragic event.",0.732605,/1953UTTyMKopm8XerKgEZTeCvi5.jpg,[],"[{'iso_3166_1': 'IR', 'name': 'Iran'}]",2014-02-07,0,93.0,"[{'iso_639_1': 'fa', 'name': 'فارسی'}]",Released,,Melbourne,False,6.2,5
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,402612,tt3416386,hu,Gondolj rám,,0.0977,/bQ3cqJxbvd36At8TW0yOYowbrDP.jpg,"[{'name': 'Inzert44', 'id': 78248}]","[{'iso_3166_1': 'HU', 'name': 'Hungary'}]",2016-01-21,0,103.0,"[{'iso_639_1': 'hu', 'name': 'Magyar'}]",Released,,Gondolj rám,False,0.0,0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",,25695,tt1143155,ko,나무없는 산,"In Seoul, Korea, two sisters must look after each other when their mother leaves them to search for their estranged father.",0.78034,/epSzJxPsus49o1W2eRz4uNc1OpL.jpg,[],"[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2009-08-27,0,89.0,"[{'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,Treeless Mountain,False,6.8,13
False,,0,"[{'id': 53, 'name': 'Thriller'}]",,191874,tt0120222,en,Stranger in the House,"A botched diamond burglary and a dead publishing company executive set off a string of murders and betrayal in this suspensful, nonstop thriller!",0.127077,/iWD7fxQZpBw1AVfk0AOyqou1x26.jpg,"[{'name': 'Allegro Films', 'id': 4899}, {'name': 'The Image Organization', 'id': 8335}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",1997-01-01,0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,When the lights go out... the terror begins,Stranger in the House,False,0.0,0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,10119,tt0425125,no,Ikke naken,"Selma's mother died giving birth to her, and Selma's step aunt is living proof that men only cause trouble. So the 11 year old girl makes a deal with her best friends that they will stay away from boys and dedicate their lives to science. And by the way, Selma was probably born on another planet and not meant to fall in love with anyone. But what happens when her friends break the pact, and she actually meets a boy who's not like the rest?",1.205013,/8riF01vewLOouTQ2XsJZLkHqtPv.jpg,[],"[{'iso_3166_1': 'NO', 'name': 'Norway'}]",2004-08-27,0,94.0,"[{'iso_639_1': 'no', 'name': 'Norsk'}]",Released,,The Color of Milk,False,5.0,2
